customer_id,age,income,loan_amount,credit_score,employment_type,risk_rating
2307,59,25630510.0,36380142,522.0,Part-Time,0
2308,53,8929191.0,33026421,565.0,Self-Employed,1
2309,31,22479519.0,31324690,672.0,Part-Time,0
2310,64,5437587.0,5981598,532.0,Self-Employed,1
2311,26,,14348148,,Part-Time,0
2312,29,25364973.0,36684301,613.0,Self-Employed,0
2313,64,20888504.0,16576635,679.0,Unemployed,0
2314,36,23075489.0,46974581,719.0,Unemployed,0
2315,45,13160111.0,21064329,351.0,Self-Employed,0
2316,40,18442242.0,47418799,808.0,Unemployed,0
2317,47,27093575.0,41398942,504.0,Full-Time,0
2318,21,15838405.0,9323492,556.0,Part-Time,0
2319,62,11992719.0,21985366,484.0,Self-Employed,0
2320,20,,24350554,444.0,Unemployed,0
2321,55,15299695.0,38322053,313.0,Unemployed,0
2322,45,26100902.0,6858777,545.0,Full-Time,0
2323,48,13832477.0,11510529,486.0,Part-Time,0
2324,40,28913772.0,22257836,636.0,Full-Time,1
2325,30,13947852.0,9935500,558.0,Self-Employed,0
2326,59,26371460.0,38542066,339.0,Unemployed,1
2327,30,16811224.0,35852401,717.0,Unemployed,0
2328,55,20608851.0,9863099,650.0,Unemployed,1
2329,58,4467217.0,43473746,308.0,Full-Time,0
2330,59,5744686.0,28770368,649.0,Full-Time,0
2331,54,23007761.0,27973735,383.0,Part-Time,1
2332,53,27355905.0,6122207,832.0,Self-Employed,1
2333,43,10557065.0,24468143,657.0,Part-Time,0
2334,41,3231414.0,32748801,677.0,Part-Time,0
2335,24,15839724.0,38981989,471.0,Unemployed,0
2336,52,19584878.0,15204207,324.0,Full-Time,0
2337,55,,16586122,692.0,Self-Employed,1
2338,39,4643083.0,23942672,402.0,Part-Time,0
2339,38,13404334.0,46072050,535.0,Self-Employed,0
2340,54,14791470.0,46321659,709.0,Unemployed,0
2341,62,29576632.0,38373269,848.0,Part-Time,0
2342,36,8050058.0,7152259,631.0,Full-Time,0
2343,64,,32785034,831.0,Part-Time,1
2344,62,4404962.0,8390919,328.0,Unemployed,0
2345,53,22801062.0,48648136,842.0,Part-Time,1
2346,28,5913293.0,45585551,318.0,Unemployed,0
2347,45,13727797.0,43009669,447.0,Part-Time,0
2348,21,18809068.0,10871348,770.0,Self-Employed,0
2349,28,28372075.0,40933652,790.0,Full-Time,0
2350,28,26602903.0,8519065,582.0,Unemployed,1
2351,59,6844328.0,28737914,412.0,Self-Employed,0
2352,36,27556224.0,40338642,754.0,Unemployed,0
2353,20,17701106.0,43752795,629.0,Part-Time,0
2354,44,25797226.0,12341127,554.0,Unemployed,0
2355,62,10121782.0,7463501,698.0,Unemployed,1
2356,59,15458709.0,31910743,807.0,Full-Time,0
2357,61,8172886.0,47971759,765.0,Self-Employed,1
2358,44,7513207.0,14975595,706.0,Part-Time,0
2359,58,12805301.0,37992740,397.0,Full-Time,0
2360,54,29060625.0,41373559,589.0,Unemployed,0
2361,22,27827979.0,11779865,455.0,Full-Time,1
2362,56,21502070.0,43580446,461.0,Unemployed,1
2363,63,28548635.0,23710135,396.0,Part-Time,0
2364,63,24473211.0,28027890,676.0,Unemployed,0
2365,49,4008314.0,49092191,749.0,Full-Time,0
2366,57,24185824.0,15254769,416.0,Full-Time,0
2367,53,22270546.0,29397736,805.0,Unemployed,0
2368,31,29883611.0,36163841,488.0,Self-Employed,0
2369,38,26507635.0,36193579,775.0,Full-Time,0
2370,56,9605949.0,29761921,622.0,Self-Employed,0
2371,63,24173424.0,31293184,479.0,Self-Employed,0
2372,36,20488932.0,20565219,480.0,Self-Employed,1
2373,29,22544473.0,13731896,586.0,Self-Employed,0
2374,31,19482430.0,40556939,774.0,Full-Time,1
2375,35,10542242.0,7652808,561.0,Full-Time,0
2376,43,10359055.0,17260515,822.0,Self-Employed,0
2377,38,19691493.0,18692648,461.0,Full-Time,0
2378,27,21476876.0,19952923,786.0,Self-Employed,0
2379,50,9110845.0,21203557,480.0,Self-Employed,0
2380,40,,15877097,768.0,Self-Employed,0
2381,36,28994235.0,40465560,320.0,Unemployed,1
2382,42,21635061.0,33850620,,Part-Time,0
2383,56,22282581.0,43310929,559.0,Full-Time,1
2384,35,13328591.0,10133381,632.0,Full-Time,0
2385,25,18380463.0,43402675,765.0,Self-Employed,0
2386,27,17152098.0,24202574,415.0,Unemployed,0
2387,44,26089595.0,17132015,712.0,Unemployed,1
2388,37,11135340.0,46200071,836.0,Full-Time,0
2389,44,3847405.0,8917430,556.0,Self-Employed,1
2390,31,17027591.0,48794619,467.0,Full-Time,0
2391,34,13680555.0,36423484,832.0,Self-Employed,1
2392,45,18508918.0,18628984,314.0,Self-Employed,0
2393,60,20010678.0,10544223,349.0,Part-Time,0
2394,64,9342869.0,33694421,603.0,Self-Employed,0
2395,45,22763284.0,17992054,786.0,Part-Time,0
2396,51,21746137.0,44497144,715.0,Full-Time,0
2397,29,6401447.0,36811340,604.0,Full-Time,0
2398,35,14038804.0,6171758,495.0,Unemployed,0
2399,26,15176872.0,21702269,687.0,Part-Time,0
2400,36,25292544.0,10276085,754.0,Full-Time,0
2401,42,15088965.0,29226332,609.0,Part-Time,0
2402,45,19650902.0,12185180,426.0,Full-Time,0
2403,40,28576050.0,13023556,474.0,Part-Time,1
2404,41,25147135.0,31157817,433.0,Part-Time,1
2405,26,21541910.0,48453942,365.0,Self-Employed,0
2406,33,26248746.0,28876708,692.0,Full-Time,1
2407,34,21584470.0,32614790,664.0,Unemployed,0
2408,26,16239647.0,33662434,578.0,Self-Employed,0
2409,28,29838173.0,16138188,662.0,Unemployed,0
2410,27,8002828.0,15207809,470.0,Part-Time,1
2411,42,3131562.0,37092869,350.0,Self-Employed,0
2412,48,,35261475,627.0,Part-Time,1
2413,37,25681430.0,23057496,444.0,Full-Time,1
2414,50,9933966.0,28904686,573.0,Full-Time,0
2415,49,25367456.0,36138855,454.0,Unemployed,0
2416,58,15841272.0,25793005,807.0,Full-Time,0
2417,54,18039078.0,43540950,662.0,Unemployed,0
2418,37,13782554.0,42282093,624.0,Part-Time,0
2419,61,28136043.0,15064981,597.0,Self-Employed,0
2420,58,3360306.0,6279372,793.0,Full-Time,0
2421,36,10565991.0,42649660,845.0,Part-Time,0
2422,33,22501490.0,35175764,603.0,Self-Employed,0
2423,50,17041769.0,19172928,766.0,Part-Time,0
2424,43,21371718.0,10767034,538.0,Unemployed,0
2425,54,21265519.0,13837010,816.0,Part-Time,0
2426,63,8982547.0,7449851,475.0,Unemployed,0
2427,64,,11507552,709.0,Unemployed,1
2428,53,17387845.0,35118147,663.0,Full-Time,0
2429,22,13462554.0,47224873,322.0,Unemployed,0
2430,56,13948852.0,40996979,617.0,Unemployed,1
2431,62,24006444.0,6236968,824.0,Part-Time,0
2432,59,29427192.0,8078882,575.0,Unemployed,1
2433,45,4903124.0,31925851,528.0,Unemployed,0
2434,42,5792537.0,40542454,407.0,Part-Time,1
2435,63,26032103.0,43836024,475.0,Self-Employed,1
2436,58,6147887.0,21040416,619.0,Full-Time,0
2437,34,26641900.0,33218511,585.0,Part-Time,0
2438,23,19332364.0,21273406,628.0,Unemployed,1
2439,48,16053104.0,8193796,655.0,Part-Time,1
2440,41,4587542.0,13482216,313.0,Self-Employed,1
2441,44,23639379.0,16668300,574.0,Part-Time,0
2442,32,18120484.0,30134254,370.0,Part-Time,1
2443,37,27522485.0,30452363,494.0,Part-Time,0
2444,52,24633652.0,31757444,822.0,Part-Time,0
2445,35,29805851.0,32219614,405.0,Unemployed,0
2446,64,26834000.0,8049307,495.0,Part-Time,0
2447,61,28320360.0,32729937,444.0,Self-Employed,0
2448,63,16158337.0,34859883,649.0,Part-Time,0
2449,21,9234408.0,7801818,723.0,Part-Time,0
2450,54,20401989.0,27696802,770.0,Unemployed,0
2451,61,10581002.0,25822937,515.0,Unemployed,1
2452,53,21794744.0,23640248,392.0,Part-Time,0
2453,49,4678332.0,43499046,559.0,Unemployed,0
2454,32,4002021.0,46406448,840.0,Unemployed,0
2455,32,26069573.0,29551282,584.0,Part-Time,0
2456,37,5185132.0,46424699,783.0,Unemployed,0
2457,51,29584138.0,46373920,671.0,Full-Time,0
2458,51,16372225.0,32390168,369.0,Full-Time,0
2459,54,20069223.0,18463582,678.0,Full-Time,1
2460,58,18446786.0,6378148,578.0,Unemployed,0
2461,48,13884598.0,41598842,601.0,Full-Time,0
2462,48,18196020.0,20005563,554.0,Self-Employed,0
2463,63,15453218.0,18045088,563.0,Full-Time,0
2464,35,29690784.0,38793258,723.0,Self-Employed,0
2465,63,26555735.0,23494570,512.0,Unemployed,0
2466,29,5928785.0,30916606,399.0,Full-Time,0
2467,49,17931903.0,5481809,411.0,Self-Employed,0
2468,44,18705328.0,31400656,607.0,Unemployed,0
2469,58,12758579.0,46816801,774.0,Full-Time,0
2470,39,7791164.0,29061606,847.0,Part-Time,1
2471,24,4612119.0,42921641,411.0,Full-Time,0
2472,20,27704748.0,47336821,386.0,Full-Time,0
2473,49,18516706.0,38105995,482.0,Full-Time,0
2474,22,28553597.0,33324386,464.0,Part-Time,1
2475,64,9277120.0,38591612,389.0,Self-Employed,1
2476,33,7216803.0,12546691,754.0,Self-Employed,0
2477,49,12015448.0,10611544,537.0,Part-Time,1
2478,23,,7251347,833.0,Full-Time,0
2479,37,12835003.0,35991473,357.0,Full-Time,1
2480,56,22360893.0,9792030,841.0,Full-Time,0
2481,44,,18218691,701.0,Self-Employed,0
2482,20,3143704.0,24397109,818.0,Self-Employed,0
2483,34,18366031.0,11702245,496.0,Part-Time,0
2484,28,16723361.0,13745662,345.0,Unemployed,0
2485,34,11454364.0,29173742,829.0,Part-Time,0
2486,43,26508882.0,15891264,696.0,Self-Employed,0
2487,23,18923094.0,23659202,373.0,Full-Time,0
2488,31,12755672.0,23742845,715.0,Full-Time,0
2489,56,27669000.0,49771647,634.0,Full-Time,1
2490,56,10775872.0,39657680,595.0,Full-Time,1
2491,62,7714386.0,15023293,,Unemployed,1
2492,25,5396640.0,46764557,314.0,Part-Time,1
2493,58,16626273.0,26040744,433.0,Part-Time,0
2494,43,9375247.0,29993085,777.0,Self-Employed,0
2495,30,17311147.0,14418530,618.0,Part-Time,0
2496,32,9994791.0,13623353,691.0,Unemployed,0
2497,53,23055478.0,25360866,778.0,Unemployed,0
2498,44,11246673.0,33964394,667.0,Unemployed,1
2499,26,10421473.0,40917751,666.0,Full-Time,0
2500,23,4916796.0,40372654,587.0,Self-Employed,1
2501,27,4286188.0,27187903,677.0,Unemployed,0
2502,39,11822405.0,46753855,762.0,Part-Time,1
2503,48,18960084.0,22340722,312.0,Part-Time,0
2504,64,22863161.0,35289845,835.0,Part-Time,0
2505,29,23945989.0,46389199,467.0,Unemployed,1
2506,62,28966431.0,13904337,569.0,Unemployed,0
2507,53,17670696.0,44027078,369.0,Part-Time,0
2508,45,17817327.0,33077868,617.0,Unemployed,0
2509,60,26414250.0,43599848,675.0,Part-Time,0
2510,22,10948838.0,32249629,388.0,Full-Time,0
2511,25,21561310.0,27051113,556.0,Unemployed,0
2512,24,13533405.0,5354182,516.0,Full-Time,0
2513,24,20016824.0,43697230,749.0,Full-Time,0
2514,42,16130483.0,41195387,843.0,Unemployed,0
2515,28,6662097.0,48985572,440.0,Part-Time,1
2516,54,,41471017,460.0,Self-Employed,1
2517,39,11054515.0,23351471,331.0,Full-Time,0
2518,61,7297084.0,12012022,451.0,Unemployed,0
2519,54,17074334.0,27324455,559.0,Full-Time,0
2520,37,28982990.0,34649386,578.0,Part-Time,1
2521,36,22923459.0,44464554,584.0,Unemployed,1
2522,43,7042942.0,18482486,841.0,Self-Employed,1
2523,22,20630375.0,41324217,447.0,Unemployed,0
2524,51,23676104.0,42068510,366.0,Full-Time,0
2525,54,20672812.0,44517564,578.0,Unemployed,0
2526,57,10648392.0,14699755,742.0,Unemployed,0
2527,32,22208345.0,21644741,698.0,Full-Time,0
2528,44,16165955.0,23875167,427.0,Self-Employed,0
2529,28,4600720.0,31702025,636.0,Part-Time,1
2530,23,22382543.0,40134321,781.0,Unemployed,0
2531,33,22996814.0,13927377,485.0,Self-Employed,1
2532,56,25961762.0,5287555,468.0,Part-Time,0
2533,53,14671416.0,8775944,559.0,Full-Time,1
2534,30,17425907.0,41298886,806.0,Self-Employed,1
2535,60,19708676.0,30574001,820.0,Self-Employed,1
2536,22,26165174.0,8197418,770.0,Unemployed,1
2537,47,11979219.0,16509800,460.0,Full-Time,1
2538,48,16015118.0,7788647,588.0,Unemployed,0
2539,28,16320814.0,11224898,639.0,Full-Time,0
2540,22,18371868.0,11378384,801.0,Part-Time,0
2541,44,11817164.0,23347713,405.0,Unemployed,1
2542,53,17260995.0,28722901,774.0,Full-Time,1
2543,31,23452265.0,33335107,762.0,Full-Time,0
2544,61,9626924.0,46831301,,Self-Employed,0
2545,28,9045001.0,35806181,452.0,Unemployed,0
2546,34,25654140.0,22632650,448.0,Unemployed,1
2547,59,28646174.0,5308697,487.0,Part-Time,0
2548,44,3496232.0,16799568,430.0,Full-Time,0
2549,24,23411399.0,12279074,751.0,Self-Employed,0
2550,30,27379458.0,47015948,815.0,Full-Time,0
2551,53,13075631.0,48585013,790.0,Full-Time,0
2552,43,22406189.0,34731215,775.0,Full-Time,0
2553,34,13435327.0,42758158,562.0,Unemployed,1
2554,57,23689885.0,19854762,837.0,Full-Time,0
2555,27,29592372.0,37070801,758.0,Part-Time,0
2556,24,6991818.0,22619822,835.0,Self-Employed,1
2557,45,11164962.0,45932207,594.0,Self-Employed,1
2558,37,23556260.0,42425981,734.0,Full-Time,1
2559,25,,47393455,574.0,Self-Employed,0
2560,56,8070121.0,20333352,607.0,Full-Time,1
2561,32,,46279386,675.0,Unemployed,0
2562,47,12450124.0,25476662,457.0,Self-Employed,1
2563,24,,22325939,503.0,Unemployed,0
2564,32,24512740.0,25010156,374.0,Unemployed,0
2565,36,23149321.0,31794485,679.0,Part-Time,0
2566,59,26518715.0,26550363,603.0,Part-Time,0
2567,64,3978935.0,30251174,361.0,Self-Employed,1
2568,51,8267528.0,17597628,407.0,Full-Time,0
2569,48,12419059.0,31110856,486.0,Full-Time,0
2570,22,21907334.0,41440011,528.0,Full-Time,0
2571,59,3420993.0,38052558,347.0,Full-Time,0
2572,53,6401461.0,44466516,567.0,Part-Time,1
2573,59,22038007.0,47635059,553.0,Full-Time,1
2574,46,11634939.0,12355554,386.0,Full-Time,1
2575,32,16674086.0,15297650,480.0,Unemployed,0
2576,64,24378534.0,6877330,324.0,Full-Time,0
2577,52,27051540.0,20009846,687.0,Full-Time,0
2578,25,23858006.0,43636502,521.0,Part-Time,0
2579,43,16430428.0,31878284,696.0,Self-Employed,0
2580,38,5752690.0,47498174,810.0,Unemployed,1
2581,35,17928068.0,38145074,739.0,Unemployed,0
2582,59,4003510.0,27985303,474.0,Self-Employed,0
2583,47,15600030.0,22825494,610.0,Unemployed,0
2584,52,20848408.0,45589915,573.0,Full-Time,0
2585,60,17811934.0,38677614,334.0,Full-Time,1
2586,32,23192689.0,42797327,516.0,Self-Employed,0
2587,62,4860371.0,29269034,707.0,Part-Time,0
2588,64,15585707.0,33609573,818.0,Part-Time,0
2589,44,,31816706,568.0,Unemployed,1
2590,61,14899372.0,49402190,774.0,Part-Time,1
2591,55,21348696.0,15413824,624.0,Part-Time,0
2592,46,14799564.0,38718918,655.0,Part-Time,0
2593,57,23392806.0,15082304,389.0,Part-Time,0
2594,26,18860841.0,49774495,341.0,Part-Time,0
2595,24,22138117.0,19410440,664.0,Part-Time,1
2596,62,27015441.0,42400988,501.0,Part-Time,1
2597,64,,44813657,665.0,Unemployed,1
2598,50,22729269.0,22504684,587.0,Full-Time,0
2599,42,6291987.0,23841834,780.0,Part-Time,1
2600,61,16001919.0,17675420,800.0,Full-Time,0
2601,29,,25231923,351.0,Self-Employed,1
2602,51,27318930.0,35975456,402.0,Full-Time,0
2603,62,18189458.0,43427019,660.0,Self-Employed,0
2604,49,17255470.0,18747550,723.0,Unemployed,0
2605,58,12179279.0,33242335,504.0,Full-Time,0
2606,50,15896471.0,32068277,313.0,Self-Employed,0
2607,37,24040488.0,11284179,769.0,Full-Time,1
2608,55,16076803.0,20052662,765.0,Unemployed,0
2609,21,28750542.0,17442674,603.0,Full-Time,0
2610,33,8492952.0,11914128,726.0,Self-Employed,0
2611,32,17681579.0,41353090,409.0,Part-Time,0
2612,48,13197174.0,46216640,814.0,Part-Time,1
2613,31,13893581.0,22680026,367.0,Part-Time,0
2614,58,16425584.0,20221492,545.0,Unemployed,0
2615,21,9297042.0,34624942,688.0,Part-Time,1
2616,51,16601637.0,10541543,607.0,Unemployed,1
2617,32,7052579.0,10169619,651.0,Part-Time,0
2618,46,10200262.0,44949453,365.0,Unemployed,1
2619,60,12158173.0,45515939,759.0,Unemployed,0
2620,36,17186962.0,20571652,646.0,Full-Time,1
2621,59,23661391.0,17768876,624.0,Part-Time,0
2622,50,10725166.0,42250043,332.0,Full-Time,1
2623,53,10689205.0,43985591,367.0,Self-Employed,0
2624,43,21386641.0,31211918,486.0,Part-Time,0
2625,64,22080923.0,37670368,491.0,Part-Time,0
2626,54,29705487.0,21153106,512.0,Part-Time,0
2627,25,20776115.0,46906302,727.0,Part-Time,1
2628,38,8462610.0,37766156,650.0,Full-Time,0
2629,49,5098729.0,35648348,407.0,Full-Time,0
2630,26,27014526.0,33385743,539.0,Unemployed,0
2631,29,21598060.0,11225175,515.0,Full-Time,0
2632,60,20728518.0,22778838,476.0,Unemployed,1
2633,51,27345754.0,8246319,629.0,Self-Employed,0
2634,53,19465417.0,6636617,749.0,Full-Time,0
2635,47,4120803.0,35912181,746.0,Unemployed,1
2636,34,29070936.0,32529128,836.0,Part-Time,1
2637,49,26917061.0,37943536,478.0,Self-Employed,0
2638,56,15124055.0,24243920,694.0,Unemployed,0
2639,48,19139153.0,32525616,444.0,Self-Employed,1
2640,41,10587973.0,6046251,497.0,Part-Time,1
2641,23,15253468.0,5285356,383.0,Part-Time,1
2642,39,3150653.0,37288939,,Unemployed,1
2643,51,17997400.0,48467245,756.0,Unemployed,1
2644,55,5488144.0,41557769,775.0,Part-Time,1
2645,23,25739629.0,48111734,552.0,Unemployed,1
2646,46,24904535.0,36147410,371.0,Part-Time,0
2647,36,23261194.0,13505089,522.0,Full-Time,0
2648,31,14845145.0,8275654,575.0,Unemployed,0
2649,41,8942654.0,8674777,545.0,Self-Employed,0
2650,36,14877490.0,44787982,640.0,Part-Time,1
2651,29,8839741.0,29899950,770.0,Full-Time,1
2652,20,8088539.0,49056567,753.0,Unemployed,1
2653,41,26712642.0,19918181,306.0,Part-Time,1
2654,45,25557770.0,18525634,487.0,Full-Time,0
2655,37,11774821.0,37276687,303.0,Unemployed,1
2656,33,25074556.0,26172318,424.0,Part-Time,0
2657,48,22273805.0,19813019,314.0,Part-Time,0
2658,31,3416690.0,46599453,824.0,Part-Time,0
2659,55,29329775.0,46613994,539.0,Unemployed,1
2660,54,5996244.0,36531769,659.0,Full-Time,0
2661,31,15735029.0,21669382,817.0,Part-Time,1
2662,26,29043575.0,40796451,619.0,Full-Time,0
2663,48,8359462.0,15450652,530.0,Full-Time,0
2664,30,10838941.0,22089267,329.0,Self-Employed,0
2665,52,29088250.0,36237759,833.0,Full-Time,0
2666,25,20455282.0,24568220,455.0,Full-Time,1
2667,34,4877779.0,20099691,698.0,Full-Time,0
2668,51,4625199.0,44817180,645.0,Full-Time,1
2669,30,4801951.0,8568125,494.0,Full-Time,1
2670,42,11441557.0,11656669,467.0,Unemployed,1
2671,45,12397868.0,49584476,676.0,Self-Employed,0
2672,53,11228736.0,24220121,788.0,Part-Time,1
2673,53,20566364.0,31899165,661.0,Self-Employed,0
2674,48,19495815.0,44579572,781.0,Self-Employed,0
2675,23,28118007.0,28139997,543.0,Part-Time,0
2676,36,29681333.0,19184706,470.0,Full-Time,1
2677,54,12941699.0,24940473,812.0,Part-Time,0
2678,32,28149818.0,7674986,705.0,Full-Time,0
2679,60,26785858.0,41970246,506.0,Part-Time,0
2680,58,,40504688,453.0,Unemployed,0
2681,34,13557676.0,24580744,347.0,Self-Employed,0
2682,48,4308166.0,37079348,,Full-Time,1
2683,48,25969573.0,16796776,706.0,Self-Employed,0
2684,30,12511878.0,26031500,406.0,Full-Time,1
2685,51,5511019.0,31009038,472.0,Part-Time,0
2686,21,21107944.0,38719733,805.0,Part-Time,1
2687,33,4029242.0,31267844,429.0,Part-Time,0
2688,39,5167626.0,38851612,697.0,Unemployed,0
2689,41,23485417.0,21237538,593.0,Part-Time,0
2690,30,11738676.0,8405914,746.0,Part-Time,0
2691,46,16893536.0,46720218,315.0,Unemployed,1
2692,22,,9177927,648.0,Self-Employed,0
2693,36,17412350.0,10032403,502.0,Self-Employed,1
2694,63,10017955.0,8229065,433.0,Full-Time,1
2695,47,17178280.0,16607230,825.0,Self-Employed,0
2696,48,16686458.0,5587426,807.0,Full-Time,0
2697,40,14813246.0,8430460,365.0,Full-Time,0
2698,35,5738384.0,20090951,779.0,Self-Employed,0
2699,56,20182127.0,46557461,758.0,Self-Employed,0
2700,39,,35278292,641.0,Unemployed,1
2701,25,23096559.0,41020939,458.0,Full-Time,0
2702,38,9174943.0,15055169,460.0,Self-Employed,0
2703,24,15032002.0,36907752,553.0,Self-Employed,0
2704,22,29902899.0,39330817,826.0,Unemployed,0
2705,20,20946286.0,37360929,848.0,Self-Employed,1
2706,57,19487869.0,15293122,454.0,Part-Time,1
2707,34,19261730.0,32462991,785.0,Part-Time,1
2708,53,15525683.0,46018802,731.0,Full-Time,1
2709,54,3171277.0,14465027,326.0,Unemployed,0
2710,44,13782063.0,14395448,311.0,Self-Employed,0
2711,43,10351548.0,14370097,366.0,Full-Time,0
2712,31,4361212.0,9559512,841.0,Self-Employed,1
2713,37,18495582.0,11519453,395.0,Part-Time,1
2714,34,8880926.0,33437969,514.0,Self-Employed,0
2715,63,21380560.0,11846090,493.0,Self-Employed,0
2716,35,16810326.0,13607964,589.0,Self-Employed,0
2717,46,14310929.0,33696848,843.0,Part-Time,1
2718,27,9562865.0,7995353,338.0,Part-Time,0
2719,44,,40229687,,Unemployed,1
2720,36,18323853.0,30650424,783.0,Part-Time,0
2721,48,27890865.0,23685367,636.0,Full-Time,0
2722,27,4381710.0,33082991,795.0,Self-Employed,1
2723,34,,41843795,548.0,Part-Time,0
2724,46,5057797.0,36634412,373.0,Full-Time,1
2725,26,28967642.0,30812055,672.0,Part-Time,1
2726,22,16406769.0,14158430,437.0,Self-Employed,0
2727,48,24192455.0,41340634,756.0,Full-Time,1
2728,63,22878589.0,46267841,743.0,Part-Time,0
2729,43,22577390.0,9209229,652.0,Part-Time,0
2730,22,20650636.0,40203811,710.0,Full-Time,1
2731,39,9002024.0,15685090,837.0,Unemployed,0
2732,34,11881111.0,32923691,752.0,Full-Time,0
2733,44,7412903.0,27328309,718.0,Full-Time,1
2734,49,13723679.0,33412406,749.0,Full-Time,0
2735,33,22343036.0,20520967,,Full-Time,1
2736,26,17116095.0,24169217,350.0,Part-Time,1
2737,36,15467421.0,32437957,668.0,Full-Time,0
2738,63,25611827.0,40871262,814.0,Full-Time,0
2739,39,25311664.0,32391477,509.0,Self-Employed,0
2740,55,14885324.0,18747849,734.0,Part-Time,0
2741,28,9332961.0,23010603,526.0,Self-Employed,1
2742,57,11369597.0,19887956,567.0,Part-Time,1
2743,41,27219726.0,18194473,415.0,Unemployed,0
2744,21,27179947.0,40803551,659.0,Unemployed,0
2745,43,20721677.0,24228819,628.0,Part-Time,1
2746,27,4467256.0,23274332,339.0,Unemployed,0
2747,30,24126241.0,10571944,481.0,Unemployed,1
2748,32,17591057.0,49849313,,Part-Time,1
2749,36,16593077.0,43150204,508.0,Full-Time,0
2750,27,10112646.0,42844423,572.0,Self-Employed,0
2751,40,24108188.0,44296070,418.0,Part-Time,1
2752,37,11667126.0,44607109,681.0,Part-Time,0
2753,49,26711646.0,46779199,835.0,Part-Time,0
2754,37,23188863.0,11582123,557.0,Self-Employed,1
2755,50,10725976.0,11805969,782.0,Part-Time,1
2756,57,26876133.0,18773042,808.0,Self-Employed,0
2757,51,5705421.0,36154708,391.0,Self-Employed,0
2758,30,29530183.0,27413805,460.0,Unemployed,0
2759,64,29328410.0,29723537,448.0,Full-Time,0
2760,44,25575489.0,19719831,416.0,Unemployed,0
2761,52,,16679241,757.0,Part-Time,0
2762,57,28572708.0,14571226,,Part-Time,0
2763,60,11535640.0,23448395,533.0,Self-Employed,0
2764,27,9942263.0,30261318,674.0,Unemployed,0
2765,30,7652124.0,21380352,846.0,Self-Employed,0
2766,41,4362516.0,16386047,496.0,Unemployed,0
2767,43,22152316.0,25005625,324.0,Unemployed,0
2768,60,19380660.0,46782385,694.0,Unemployed,1
2769,36,25004757.0,13324878,335.0,Unemployed,0
2770,31,4718562.0,41568562,773.0,Unemployed,0
2771,51,22033572.0,46883168,522.0,Full-Time,1
2772,34,,35076989,829.0,Part-Time,0
2773,35,4329785.0,43301924,,Unemployed,1
2774,41,10179391.0,23888494,701.0,Unemployed,0
2775,47,24076592.0,29752734,556.0,Self-Employed,0
2776,39,22538858.0,17277440,435.0,Part-Time,0
2777,52,24060880.0,38771083,743.0,Part-Time,0
2778,29,17742351.0,11620661,717.0,Part-Time,0
2779,59,12080961.0,14929464,591.0,Unemployed,0
2780,51,7881539.0,19697042,428.0,Self-Employed,0
2781,52,24742164.0,21309272,640.0,Part-Time,1
2782,21,22535782.0,16843128,556.0,Self-Employed,0
2783,52,5328033.0,35671903,399.0,Full-Time,0
2784,52,20933149.0,28144254,338.0,Full-Time,0
2785,60,12878917.0,29349707,562.0,Self-Employed,0
2786,32,18234022.0,24312460,449.0,Unemployed,1
2787,49,11175576.0,40114587,629.0,Part-Time,0
2788,52,26943492.0,35107648,419.0,Full-Time,0
2789,32,10691332.0,40166021,518.0,Full-Time,1
2790,45,10059903.0,5468163,422.0,Self-Employed,1
2791,41,8441039.0,14228420,543.0,Unemployed,0
2792,58,9077234.0,26276123,817.0,Self-Employed,0
2793,21,3194152.0,8000102,320.0,Self-Employed,0
2794,57,4928356.0,34097750,489.0,Self-Employed,0
2795,58,7797927.0,35573747,524.0,Self-Employed,0
2796,45,12201352.0,31210478,765.0,Self-Employed,0
2797,34,,7378772,398.0,Unemployed,1
2798,53,14601321.0,47291777,662.0,Self-Employed,0
2799,61,6800760.0,20935238,382.0,Unemployed,0
2800,63,19504641.0,27517808,355.0,Part-Time,0
2801,59,3975112.0,38401359,321.0,Part-Time,0
2802,30,7033123.0,31615123,484.0,Part-Time,0
2803,22,25191445.0,40066617,821.0,Part-Time,0
2804,25,3555839.0,32930454,563.0,Full-Time,0
2805,28,3614101.0,26040202,524.0,Unemployed,0
2806,25,3449813.0,41923169,337.0,Part-Time,0
2807,28,11227489.0,33665409,422.0,Full-Time,0
2808,58,19115126.0,18242686,455.0,Unemployed,0
2809,50,15234908.0,27103126,600.0,Full-Time,0
2810,51,16641125.0,10363240,366.0,Full-Time,0
2811,60,24924717.0,40582649,693.0,Self-Employed,0
2812,31,8121632.0,5659297,704.0,Full-Time,1
2813,27,25673937.0,35364494,748.0,Full-Time,1
2814,27,20328454.0,11985481,430.0,Unemployed,0
2815,47,25672254.0,49507918,368.0,Full-Time,1
2816,39,6643488.0,44303209,644.0,Self-Employed,0
2817,26,13469888.0,12226460,619.0,Part-Time,1
2818,30,11388823.0,10506774,476.0,Part-Time,0
2819,39,15950659.0,13977914,828.0,Unemployed,0
2820,35,22672323.0,10237264,459.0,Unemployed,0
2821,23,24826641.0,24011185,832.0,Full-Time,0
2822,25,14558170.0,15048456,434.0,Unemployed,1
2823,41,10907386.0,49855075,410.0,Full-Time,0
2824,45,20794591.0,24230255,582.0,Unemployed,0
